rank,school_district_geoid,school_district_name,school_district_type,county,beds_code,ida_names,num_projects,unique_beneficiaries,total_school_exemption,total_school_pilot_due,total_school_pilot_made,total_school_revenue_lost,annual_school_revenue_lost,pilot_shortfall,total_levy,enrollment,per_pupil_spending,total_budget,true_value_rate,exemption_pct_of_levy,per_pupil_impact,annual_per_pupil_impact,pct_per_pupil_spending,num_donor_beneficiaries,total_donated_from_district,donor_rate,top_beneficiary,top_beneficiary_loss,top_beneficiary_donated,earliest_project,latest_project,st3_matched,flag_high_impact,flag_high_per_pupil,flag_donor_connected,headline
130,3616440,Lackawanna City School District,unified,029,141800,Erie County Industrial Development Agency|Hamburg Industrial Development Agency,71,13,3148621.04,1043787.53,1043787.53,2122923.51,2122923.51,0.0,9748197.0,2626.0,24835.84,65218905.0,0.0,21.7776,808.42,808.42,3.2551,2,1450.0,15.38,WELDED TUBE,1119208.58,0.0,01/27/2021,11/30/2022,Yes,Yes,Yes,No,"Lackawanna City School District lost $2,122,924 in school property taxes because 71 IDA project(s) received exemptions. The largest beneficiary accounts for $1,119,209."
131,3621900,Orchard Park Central School District,unified,029,142301,Erie County Industrial Development Agency,83,17,6757646.31,4713618.58,4713618.58,2045900.24,2045900.24,0.0,69826734.0,5098.0,22491.28,114660569.0,0.0,2.93,401.31,401.31,1.7843,8,62745.0,47.06,THE HAMISTER GROUP,904819.79,39450.0,03/09/2009,10/17/2005,Yes,No,No,Yes,"Orchard Park Central School District lost $2,045,900 in school property taxes because 83 IDA project(s) received exemptions. The largest beneficiary accounts for $904,820. That company donated $39,450 to political campaigns while receiving the exemption."
132,3616230,Kenmore-Tonawanda Union Free School District,unified,029,142601,Cayuga Industrial Development Agency|Erie County Industrial Development Agency,100,23,4144358.2,2124827.31,2124827.31,2019530.89,2019530.89,0.0,90898779.0,6450.0,27363.45,176494282.0,0.0,2.2217,313.11,313.11,1.1442,12,211372.62,52.17,TM MONTANTE DEVELOPMENT,695201.05,14925.0,01/26/2016,12/12/2001,Yes,No,No,Yes,"Kenmore-Tonawanda Union Free School District lost $2,019,531 in school property taxes because 100 IDA project(s) received exemptions. The largest beneficiary accounts for $695,201. That company donated $14,925 to political campaigns while receiving the exemption."
133,3629880,Wappingers Central School District,unified,027,132101,Dutchess County Industrial Development Agency,12,3,3151284.06,1141045.22,1141045.22,2010238.84,2010238.84,0.0,181192000.0,10372.0,25618.4,265714022.0,0.0,1.1095,193.81,193.81,0.7565,1,920.0,33.33,USEF TIORANDA,1921135.11,0.0,03/01/2017,12/09/2020,Yes,No,No,No,"Wappingers Central School District lost $2,010,239 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $1,921,135."
134,3609960,East Rockaway Union Free School District,unified,059,280219,Hempstead Industrial Development Agency|Nassau County Industrial Development Agency,15,2,3423717.93,1454818.5,1455214.04,2001987.88,2001987.88,0.0,32166055.0,1133.0,37629.06,42633723.0,0.0,6.2239,1766.98,1766.98,4.6958,2,87745.0,100.0,FAIRFIELD PROPERTIES,1107163.0,87245.0,01/28/2016,06/26/2013,Yes,Yes,Yes,Yes,"East Rockaway Union Free School District lost $2,001,988 in school property taxes because 15 IDA project(s) received exemptions. The largest beneficiary accounts for $1,107,163. That company donated $87,245 to political campaigns while receiving the exemption."
135,3621210,North Syracuse Central School District,unified,067,,Onondaga County Industrial Development Agency,78,14,3913379.96,2235118.62,2235118.62,1983534.59,1983534.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,37947.0,35.71,CINTAS CORPORATION NO 2,858976.54,0.0,01/09/2018,12/14/2021,No,No,No,Yes,"North Syracuse Central School District lost $1,983,535 in school property taxes because 78 IDA project(s) received exemptions. The largest beneficiary accounts for $858,977."
136,3619740,Monticello Central School District,unified,105,591401,Sullivan County Industrial Development Agency,79,16,3814292.46,1924091.71,1909424.97,1961268.82,1961268.82,14666.74,43576655.0,2714.0,34804.93,94460575.0,0.0,4.5007,722.65,722.65,2.0763,2,1500.0,12.5,SPT IVEY 61 EMERALD MOB NY CRYSTAL RUN HEALTHCARE,1045719.63,0.0,01/12/2015,12/17/2018,Yes,No,Yes,No,"Monticello Central School District lost $1,961,269 in school property taxes because 79 IDA project(s) received exemptions. The largest beneficiary accounts for $1,045,720."
137,3626670,Shenendehowa Central School District,unified,091,520302,Clifton Park Industrial Development Agency|Saratoga County Industrial Development Agency,91,19,4039510.0,2086485.69,2086485.89,1953024.11,1953024.11,0.0,133333097.0,9426.0,20619.14,194356052.0,0.0,1.4648,207.2,207.2,1.0049,4,75414.0,21.05,ABELE NORTHSIDE,762483.89,0.0,01/07/2008,12/07/2015,Yes,No,No,Yes,"Shenendehowa Central School District lost $1,953,024 in school property taxes because 91 IDA project(s) received exemptions. The largest beneficiary accounts for $762,484."
138,3620640,Newark Central School District,unified,117,650101,Wayne County Industrial Development Agency,38,8,2301022.99,388820.19,388820.19,1912202.8,1912202.8,0.0,14810437.0,1877.0,30229.39,56740572.0,0.0,12.9112,1018.75,1018.75,3.3701,0,0.0,0.0,1000 SILVER HILL LV,1003543.92,0.0,01/11/2013,09/25/2015,Yes,Yes,Yes,No,"Newark Central School District lost $1,912,203 in school property taxes because 38 IDA project(s) received exemptions. The largest beneficiary accounts for $1,003,544."
139,3621240,North Tonawanda City School District,unified,063,400900,Niagara County Industrial Development Agency,130,22,3908220.0,2070130.0,2070130.0,1838091.0,1838091.0,0.0,29711000.0,3271.0,25544.18,83555000.0,0.0,6.1866,561.94,561.94,2.1999,12,263252.0,54.55,THOMAS CELIK,1125132.0,0.0,01/25/2007,12/19/2017,Yes,Yes,Yes,Yes,"North Tonawanda City School District lost $1,838,091 in school property taxes because 130 IDA project(s) received exemptions. The largest beneficiary accounts for $1,125,132."
140,3620370,New Hartford Central School District,unified,065,411501,Oneida County Industrial Development Agency,25,5,3999821.98,2178587.08,2178587.08,1821234.9,1821234.9,0.0,38205377.0,2625.0,22029.37,57827097.0,0.0,4.767,693.8,693.8,3.1494,3,8995.0,60.0,SPECIAL METALS CORPORATION,1816326.96,175.0,01/01/2006,10/16/2015,Yes,No,Yes,No,"New Hartford Central School District lost $1,821,235 in school property taxes because 25 IDA project(s) received exemptions. The largest beneficiary accounts for $1,816,327. That company donated $175 to political campaigns while receiving the exemption."
141,3603270,Arlington Central School District,unified,027,131601,Dutchess County Industrial Development Agency,37,9,3689812.65,1927310.68,1927310.68,1762501.97,1762501.97,0.0,150298693.0,7763.0,30992.01,240591000.0,0.0,1.1727,227.04,227.04,0.7326,4,48050.0,44.44,165 OVERLOOK ROAD,882586.45,950.0,05/12/2021,10/24/2018,Yes,No,No,Yes,"Arlington Central School District lost $1,762,502 in school property taxes because 37 IDA project(s) received exemptions. The largest beneficiary accounts for $882,586. That company donated $950 to political campaigns while receiving the exemption."
142,3628320,Suffern Central School District,unified,087,500401,Rockland County Industrial Development Agency,39,11,5535575.88,3792820.6,3792820.6,1742755.28,1742755.28,0.0,115322209.0,3923.0,38803.46,152225964.0,0.0,1.5112,444.24,444.24,1.1448,2,1376881.92,18.18,MONTBELLO GATEWAY,733159.75,0.0,01/20/2022,12/16/2021,Yes,No,No,Yes,"Suffern Central School District lost $1,742,755 in school property taxes because 39 IDA project(s) received exemptions. The largest beneficiary accounts for $733,160."
143,3623490,Port Jefferson Union Free School District,unified,103,580206,Brookhaven Industrial Development Agency|Suffolk County Industrial Development Agency,25,4,2230921.16,502780.67,502780.67,1742050.92,1742050.92,0.0,38543814.0,887.0,51989.1,46114331.0,0.0,4.5197,1963.98,1963.98,3.7777,3,15100.0,75.0,TRITEC REAL ESTATE COMPANY,1143642.92,11000.0,01/10/2018,09/15/2021,Yes,No,Yes,Yes,"Port Jefferson Union Free School District lost $1,742,051 in school property taxes because 25 IDA project(s) received exemptions. The largest beneficiary accounts for $1,143,643. That company donated $11,000 to political campaigns while receiving the exemption."
144,3630330,Wayne Central School District,unified,117,650801,Wayne County Industrial Development Agency,73,17,3577555.59,1892651.53,1892651.53,1730208.77,1730208.77,0.0,25826884.0,2015.0,25527.31,51437528.0,0.0,6.6993,858.66,858.66,3.3637,0,0.0,0.0,WALWORTH PLAZA,597454.85,0.0,02/13/2006,12/20/2013,Yes,Yes,Yes,No,"Wayne Central School District lost $1,730,209 in school property taxes because 73 IDA project(s) received exemptions. The largest beneficiary accounts for $597,455."
145,3606540,Carle Place Union Free School District,unified,059,280411,Nassau County Industrial Development Agency,7,2,4241994.17,2591081.39,2591081.39,1650912.78,1650912.78,0.0,44856506.0,1339.0,39684.36,53137357.0,0.0,3.6804,1232.94,1232.94,3.1069,0,0.0,0.0,DBD REATLY GROUP,1650912.78,0.0,01/31/2013,05/28/2020,Yes,No,Yes,No,"Carle Place Union Free School District lost $1,650,913 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $1,650,913."
146,3617160,Levittown Union Free School District,unified,059,280205,Hempstead Industrial Development Agency|Nassau County Industrial Development Agency,25,5,3452443.81,1795357.43,1805505.73,1650764.08,1650764.08,0.0,152756232.0,7040.0,33998.72,239351011.0,0.0,1.0807,234.48,234.48,0.6897,1,275.0,20.0,D F PARKSIDE,1488622.39,0.0,01/21/2021,12/19/2017,Yes,No,No,No,"Levittown Union Free School District lost $1,650,764 in school property taxes because 25 IDA project(s) received exemptions. The largest beneficiary accounts for $1,488,622."
147,3631710,Hewlett-Woodmere Union Free School District,unified,059,280214,Hempstead Industrial Development Agency,9,2,1945093.0,311385.41,311385.41,1633707.59,1633707.59,0.0,108577500.0,2813.0,46422.4,130586214.0,0.0,1.5046,580.77,580.77,1.2511,2,189761.3,100.0,D F DEVELOPMENT GROUP,1612441.59,154941.3,02/09/2006,09/17/2014,Yes,No,Yes,Yes,"Hewlett-Woodmere Union Free School District lost $1,633,708 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $1,612,442. That company donated $154,941 to political campaigns while receiving the exemption."
148,3615480,Island Park Union Free School District,unified,059,280231,Hempstead Industrial Development Agency,14,2,2287823.0,725006.0,726012.81,1629349.19,1629349.19,0.0,34003729.0,1013.0,41484.37,42023670.0,0.0,4.7917,1608.44,1608.44,3.8772,2,13883.0,100.0,DYLAN VITALE,1629349.19,3950.0,03/28/2019,06/30/2017,Yes,No,Yes,Yes,"Island Park Union Free School District lost $1,629,349 in school property taxes because 14 IDA project(s) received exemptions. The largest beneficiary accounts for $1,629,349. That company donated $3,950 to political campaigns while receiving the exemption."
149,3622380,Palmyra-Macedon Central School District,unified,117,650901,Wayne County Industrial Development Agency,71,14,3905028.16,2345880.84,2345881.11,1566763.48,1566763.48,0.0,20437000.0,1755.0,26011.97,45651000.0,0.0,7.6663,892.74,892.74,3.432,3,11287.0,21.43,GARLOCK SEALING TECHNOLOGIES,485245.08,9150.0,01/16/2015,12/28/2005,Yes,Yes,Yes,Yes,"Palmyra-Macedon Central School District lost $1,566,763 in school property taxes because 71 IDA project(s) received exemptions. The largest beneficiary accounts for $485,245. That company donated $9,150 to political campaigns while receiving the exemption."
150,3604050,Bath Central School District,unified,101,570302,Steuben County Industrial Development Agency,27,7,5843235.62,4287974.89,4287974.89,1555260.73,1555260.73,0.0,8982700.0,1439.0,27793.44,39994763.0,0.0,17.314,1080.79,1080.79,3.8887,3,12910.0,42.86,ARLINGTON STORAGE COMPANY,1419397.79,0.0,01/28/2021,12/20/2021,Yes,Yes,Yes,Yes,"Bath Central School District lost $1,555,261 in school property taxes because 27 IDA project(s) received exemptions. The largest beneficiary accounts for $1,419,398."
151,3621720,Olean City School District,unified,009,042400,Cattaraugus Industrial Development Agency,106,22,3243194.95,1777542.47,1780479.89,1534500.85,1534500.85,0.7,13888098.0,2016.0,23479.66,47334987.0,0.0,11.049,761.16,761.16,3.2418,7,308329.71,31.82,ETJM PROPERTIES,726198.38,0.0,01/18/2023,11/14/2023,Yes,Yes,Yes,Yes,"Olean City School District lost $1,534,501 in school property taxes because 106 IDA project(s) received exemptions. The largest beneficiary accounts for $726,198."
152,3600013,Oneida City School District,unified,053,251400,Madison County Industrial Development Agency,19,4,2274119.0,759723.0,759723.0,1514396.0,1514396.0,0.0,19013222.0,1810.0,27317.79,49445203.0,0.0,7.965,836.68,836.68,3.0628,0,0.0,0.0,KEVIN SAFRANCE,1430182.0,0.0,01/26/2023,11/24/2020,Yes,Yes,Yes,No,"Oneida City School District lost $1,514,396 in school property taxes because 19 IDA project(s) received exemptions. The largest beneficiary accounts for $1,430,182."
153,3603930,Ballston Spa Central School District,unified,091,521301,Saratoga County Industrial Development Agency,35,9,1805576.75,327223.89,327223.89,1478352.86,1478352.86,0.0,56248499.0,3994.0,24680.86,98575342.0,0.0,2.6283,370.14,370.14,1.4997,3,35844.61,33.33,COLUMBIA HPS,1040707.25,34850.0,01/25/2012,12/12/2023,Yes,No,No,Yes,"Ballston Spa Central School District lost $1,478,353 in school property taxes because 35 IDA project(s) received exemptions. The largest beneficiary accounts for $1,040,707. That company donated $34,850 to political campaigns while receiving the exemption."
154,3615810,Jericho Union Free School District,unified,059,280515,Nassau County Industrial Development Agency,12,3,2318336.2,1235677.19,1195433.02,1432199.97,1432199.97,40244.17,110933795.0,3220.0,40395.45,130073339.0,0.0,1.291,444.78,444.78,1.1011,2,6349.5,66.67,1 800 FLOWERS COM,1391955.8,99.5,02/27/2020,12/16/2021,Yes,No,No,No,"Jericho Union Free School District lost $1,432,200 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $1,391,956. That company donated $100 to political campaigns while receiving the exemption."
155,3620580,New York City Department Of Education,unified,061,,Livingston County Industrial Development Agency|Nassau County Industrial Development Agency|New York City Industrial Development Agency|Oneida County Industrial Development Agency|Riverhead Industrial Development Agency|Rockland County Industrial Development Agency|Suffolk County Industrial Development Agency|Ulster County Industrial Development Agency|Westchester County Industrial Development Agency,2400,444,2261923.85,879295.91,880639.8,1423135.43,1423135.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,4605118.13,15.77,WOODCREST VILLAGE PARK ASSOCIATES,1031526.57,0.0,01/01/1999,12/31/1997,No,No,No,Yes,"New York City Department Of Education lost $1,423,135 in school property taxes because 2400 IDA project(s) received exemptions. The largest beneficiary accounts for $1,031,527."
156,3627660,Southwestern Central School District at Jamestown,unified,013,060201,Chautauqua Industrial Development Agency,16,2,2424187.19,1032953.52,1032953.52,1391233.67,1391233.67,0.0,13789846.0,1312.0,23550.95,30898841.0,0.0,10.0888,1060.39,1060.39,4.5025,1,21398.35,50.0,CALAMAR ENTERPRISES,1051517.63,21398.35,06/20/2011,07/22/2014,Yes,Yes,Yes,Yes,"Southwestern Central School District at Jamestown lost $1,391,234 in school property taxes because 16 IDA project(s) received exemptions. The largest beneficiary accounts for $1,051,518. That company donated $21,398 to political campaigns while receiving the exemption."
157,3607590,Clarence Central School District,unified,029,140801,Amherst Industrial Development Agency|Clarence Industrial Development Agency|Erie County Industrial Development Agency,231,43,4225699.44,2894110.13,2894110.13,1331589.31,1331589.31,0.0,53913000.0,4072.0,21915.7,89240716.0,0.0,2.4699,327.01,327.01,1.4921,19,133242.14,44.19,THOMAS J MAZZA CHIEF FINANCIAL OFFICER,152526.0,0.0,01/02/2004,12/22/2017,Yes,No,No,Yes,"Clarence Central School District lost $1,331,589 in school property taxes because 231 IDA project(s) received exemptions. The largest beneficiary accounts for $152,526."
158,3620340,Clarkstown Central School District,unified,087,500101,Rockland County Industrial Development Agency,38,9,3794279.84,2467091.14,2467091.14,1327188.7,1327188.7,0.0,177359690.0,7931.0,29089.24,230706739.0,0.0,0.7483,167.34,167.34,0.5753,3,33035.0,33.33,CRH REALTY IX,658269.56,0.0,03/12/2013,12/13/2010,Yes,No,No,Yes,"Clarkstown Central School District lost $1,327,189 in school property taxes because 38 IDA project(s) received exemptions. The largest beneficiary accounts for $658,270."
159,3603660,Avon Central School District,unified,051,240101,Livingston County Industrial Development Agency,42,9,2508934.93,1189801.31,1189974.45,1318960.48,1318960.48,0.0,10400675.0,880.0,25907.79,22798857.0,0.0,12.6815,1498.82,1498.82,5.7852,5,25435.0,55.56,PEMM,635183.26,3120.0,02/04/2011,12/23/2014,Yes,Yes,Yes,Yes,"Avon Central School District lost $1,318,960 in school property taxes because 42 IDA project(s) received exemptions. The largest beneficiary accounts for $635,183. That company donated $3,120 to political campaigns while receiving the exemption."
